Batsman,Dismissal,Runs,Balls,Minutes,4s,6s,StrikeRate,Year
Trent Johnston,c Shahriar Nafees b Mashrafe Mortaza,30,23,38,2,1,130.43,2007
Andrew White,run out (sub [Farhad Reza]/Mushfiqur Rahim),4,4,6,0,0,100.0,2007
Dave Langford-Smith,not out,6,4,7,1,0,150.0,2007
Andre Botha,not out,1,1,2,0,0,100.0,2007
Tamim Iqbal,b Johnston,29,59,96,4,0,49.15,2007
Shahriar Nafees,c O'Brien b Rankin,7,18,29,1,0,38.89,2007
Aftab Ahmed,c O'Brien b Botha,12,9,20,1,1,133.33,2007
Shakib Al Hasan,run out (Botha),3,8,12,0,0,37.5,2007
Mohammad Ashraful,c Langford-Smith b Rankin,35,36,43,5,1,97.22,2007
Habibul Bashar,b Johnston,32,57,92,2,0,56.14,2007
Mushfiqur Rahim,b McCallan,16,26,31,2,0,61.54,2007
Mashrafe Mortaza,c & b Langford-Smith,0,3,5,0,0,0.0,2007
Mohammad Rafique,c Johnston b Langford-Smith,2,9,9,0,0,22.22,2007
Abdur Razzak,b McCallan,11,21,29,0,0,52.38,2007
Shahadat Hossain,not out,0,2,3,0,0,0.0,2007
Graeme Smith,c Oram b Bond,1,12,7,0,0,8.33,2007
AB de Villiers,lbw b Franklin,0,6,10,0,0,0.0,2007
Jacques Kallis,c Bond b Vettori,22,54,77,1,1,40.74,2007
Herschelle Gibbs,b McMillan,60,100,139,2,1,60.0,2007
Ashwell Prince,c Patel b McMillan,37,57,73,2,0,64.91,2007
Mark Boucher,c Fulton b McMillan,16,21,21,1,0,76.19,2007
Shaun Pollock,not out,21,26,38,0,1,80.77,2007
Andrew Hall,c Oram b Bond,17,17,25,1,0,100.0,2007
Robin Peterson,not out,8,8,6,1,0,100.0,2007
Peter Fulton,c Hall b Ntini,16,32,30,3,0,50.0,2007
Stephen Fleming,c Boucher b Pollock,50,84,133,6,0,59.52,2007
Ross Taylor,lbw b Nel,10,17,22,1,0,58.82,2007
Scott Styris,c Gibbs b Peterson,56,84,141,4,0,66.67,2007
Craig McMillan,not out,38,55,84,2,1,69.09,2007
Jacob Oram,b Nel,10,18,22,1,0,55.56,2007
Brendon McCullum,not out,4,1,1,1,0,400.0,2007
Jeremy Bray,b McGrath,1,2,3,0,0,50.0,2007
William Porterfield,lbw b Tait,1,11,14,0,0,9.09,2007
Eoin Morgan,c Hayden b McGrath,0,9,19,0,0,0.0,2007
Niall O'Brien,b Tait,0,1,1,0,0,0.0,2007
Kevin O'Brien,c Hodge b Clark,16,25,51,3,0,64.0,2007
Andrew White,c Hogg b McGrath,6,20,30,0,0,30.0,2007
Trent Johnston,b Tait,17,25,30,2,0,68.0,2007
Kyle McCallan,c Tait b Symonds,5,18,32,0,0,27.78,2007
John Mooney,run out (Tait),23,44,53,2,0,52.27,2007
Dave Langford-Smith,c Ponting b Hogg,2,7,8,0,0,28.57,2007
Boyd Rankin,not out,4,19,25,0,0,21.05,2007
Adam Gilchrist,b Johnston,34,25,38,4,0,136.0,2007
Michael Hussey,not out,30,41,57,3,1,73.17,2007
Andrew Symonds,not out,15,9,17,1,1,166.67,2007
Peter Fulton,c Silva b Vaas,28,54,92,4,0,51.85,2007
Stephen Fleming,lbw b Vaas,0,4,3,0,0,0.0,2007
Ross Taylor,c Sangakkara b Vaas,0,2,7,0,0,0.0,2007
Scott Styris,not out,111,157,198,8,0,70.7,2007
Craig McMillan,c Silva b Muralitharan,1,7,11,0,0,14.29,2007
Jacob Oram,c Maharoof b Dilshan,31,45,52,0,1,68.89,2007
Brendon McCullum,lbw b Muralitharan,1,2,4,0,0,50.0,2007
Daniel Vettori,c Silva b Muralitharan,5,7,8,0,0,71.43,2007
James Franklin,not out,25,27,37,0,1,92.59,2007
Upul Tharanga,c Bond b Franklin,11,21,20,1,0,52.38,2007
Sanath Jayasuriya,c McCullum b Oram,64,80,111,5,1,80.0,2007
Kumar Sangakkara,not out,69,104,184,3,0,66.35,2007
Mahela Jayawardene,c sub (HJH Marshall) b Vettori,15,16,21,2,0,93.75,2007
Chamara Silva,c Bond b Vettori,23,34,33,4,0,67.65,2007
Tillakaratne Dilshan,not out,14,24,33,0,0,58.33,2007
Tamim Iqbal,c Collingwood b Mahmood,8,7,5,2,0,114.29,2007
Shahriar Nafees,c Strauss b Mahmood,9,18,36,1,0,50.0,2007
Habibul Bashar,run out (Vaughan/Nixon),4,18,21,0,0,22.22,2007
Mushfiqur Rahim,b Flintoff,7,11,21,1,0,63.64,2007
Shakib Al Hasan,not out,57,95,139,6,1,60.0,2007
Mohammad Ashraful,c Nixon b Anderson,1,6,14,0,0,16.67,2007
Aftab Ahmed,c Nixon b Anderson,10,5,12,1,0,200.0,2007
Mashrafe Mortaza,b Panesar,13,43,56,0,0,30.23,2007
Mohammad Rafique,c Strauss b Panesar,0,4,7,0,0,0.0,2007
Abdur Razzak,c Collingwood b Panesar,15,17,25,3,0,88.24,2007
Syed Rasel,c Flintoff b Mahmood,4,2,4,1,0,200.0,2007
Ian Bell,c Aftab Ahmed b Syed Rasel,0,10,15,0,0,0.0,2007
Michael Vaughan,c Habibul Bashar b Abdur Razzak,30,59,83,3,0,50.85,2007
Sir Andrew Strauss,lbw b Syed Rasel,23,37,41,2,1,62.16,2007
Kevin Pietersen,c sub (Farhad Reza) b Abdur Razzak,10,25,35,0,0,40.0,2007
Paul Collingwood,not out,23,74,88,1,0,31.08,2007
Andrew Flintoff,b Mohammad Rafique,23,21,29,3,1,109.52,2007
Ravi Bopara,b Mohammad Rafique,0,4,3,0,0,0.0,2007
Paul Nixon,not out,20,39,45,1,1,51.28,2007
AB de Villiers,c Chanderpaul b Collymore,146,130,195,12,5,112.31,2007
Graeme Smith,c Ramdin b Collymore,7,22,35,0,0,31.82,2007
Jacques Kallis,b Gayle,81,86,127,6,1,94.19,2007
Herschelle Gibbs,not out,61,40,70,4,3,152.5,2007
Mark Boucher,c & b Bravo,52,23,32,2,5,226.09,2007
Shaun Pollock,not out,0,0,3,0,0,0.0,2007
Chris Gayle,run out (Prince),32,35,54,3,0,91.43,2007
Shivnarine Chanderpaul,c GC Smith b Pollock,4,7,12,0,0,57.14,2007
Devon Smith,c de Villiers b Nel,33,27,39,4,0,122.22,2007
Brian Lara,b Kallis,21,26,44,1,0,80.77,2007
Ramnaresh Sarwan,c Pollock b Ntini,92,75,124,10,1,122.67,2007
Dwayne Bravo,c Gibbs b Pollock,6,11,20,0,0,54.55,2007
Kieron Pollard,b Kallis,10,17,23,1,0,58.82,2007
Denesh Ramdin,c sub (RJ Peterson) b GC Smith,4,9,9,0,0,44.44,2007
Ian Bradshaw,c Hall b GC Smith,20,45,58,1,0,44.44,2007
Daren Powell,not out,48,36,46,2,3,133.33,2007
Corey Collymore,not out,12,12,16,0,1,100.0,2007
Peter Fulton,lbw b McCallan,83,110,160,9,0,75.45,2007
Stephen Fleming,c Porterfield b Rankin,10,11,26,1,0,90.91,2007
Hamish Marshall,c Morgan b Langford-Smith,16,21,21,2,0,76.19,2007
Scott Styris,c O'Brien b Langford-Smith,10,15,25,1,0,66.67,2007
Craig McMillan,c Johnston b McCallan,22,29,29,1,1,75.86,2007
Jacob Oram,c Morgan b White,20,48,78,0,0,41.67,2007
Brendon McCullum,c Morgan b Johnston,47,37,49,2,1,127.03,2007
Daniel Vettori,c O'Brien b White,5,7,6,0,0,71.43,2007
James Franklin,not out,34,22,31,3,1,154.55,2007
Shane Bond,not out,0,0,1,0,0,0.0,2007
William Porterfield,c Styris b Bond,11,22,32,0,0,50.0,2007
Jeremy Bray,c McCullum b Bond,1,5,7,0,0,20.0,2007
Eoin Morgan,c McCullum b Oram,15,37,46,2,0,40.54,2007
Niall O'Brien,c Oram b Patel,30,75,109,2,0,40.0,2007
Kevin O'Brien,run out (Styris/Marshall),49,45,67,2,3,108.89,2007
Trent Johnston,lbw b Patel,13,19,27,1,0,68.42,2007
Andrew White,lbw b Vettori,0,4,2,0,0,0.0,2007
Peter Gillespie,lbw b Vettori,2,8,8,0,0,25.0,2007
Kyle McCallan,b Vettori,0,8,9,0,0,0.0,2007
Dave Langford-Smith,not out,0,4,6,0,0,0.0,2007
Boyd Rankin,lbw b Vettori,0,1,2,0,0,0.0,2007
Ian Bell,c Hussey b McGrath,77,90,126,9,0,85.56,2007
Michael Vaughan,b Tait,5,8,12,1,0,62.5,2007
Sir Andrew Strauss,b Tait,7,10,11,0,0,70.0,2007
Kevin Pietersen,c Clarke b Bracken,104,122,182,6,1,85.25,2007
Paul Collingwood,c Gilchrist b Tait,2,5,3,0,0,40.0,2007
Andrew Flintoff,st Gilchrist b Hogg,4,19,20,0,0,21.05,2007
Ravi Bopara,c Hussey b Bracken,21,36,43,2,0,58.33,2007
Paul Nixon,c Hodge b McGrath,8,6,14,0,1,133.33,2007
Sajid Mahmood,c Hodge b Bracken,0,2,2,0,0,0.0,2007
Monty Panesar,not out,1,2,3,0,0,50.0,2007
James Anderson,lbw b McGrath,0,1,2,0,0,0.0,2007
Adam Gilchrist,c Collingwood b Flintoff,27,37,51,5,0,72.97,2007
Matthew Hayden,b Collingwood,41,50,91,6,0,82.0,2007
Ricky Ponting,run out (Collingwood),86,106,133,11,0,81.13,2007
Michael Clarke,not out,55,63,130,2,0,87.3,2007
Andrew Symonds,not out,28,28,33,4,1,100.0,2007
Javed Omar,c Smith b Nel,17,41,57,2,0,41.46,2007
Tamim Iqbal,c Boucher b Nel,38,59,90,6,0,64.41,2007
Habibul Bashar,c & b Nel,5,14,19,0,0,35.71,2007
Shakib Al Hasan,c Smith b Kallis,9,27,30,1,0,33.33,2007
Mohammad Ashraful,c Langeveldt b Nel,87,83,127,12,0,104.82,2007
Aftab Ahmed,c Nel b Ntini,35,43,59,2,2,81.4,2007
Mushfiqur Rahim,run out (Kemp/Boucher),6,13,16,0,0,46.15,2007
Mashrafe Mortaza,b Nel,25,16,20,3,1,156.25,2007
Mohammad Rafique,not out,3,7,11,0,0,42.86,2007
Abdur Razzak,not out,2,2,2,0,0,100.0,2007
Graeme Smith,b Syed Rasel,12,24,26,1,0,50.0,2007
AB de Villiers,b Abdur Razzak,15,39,73,1,0,38.46,2007
Jacques Kallis,c Tamim Iqbal b Syed Rasel,32,36,41,5,0,88.89,2007
Justin Kemp,c & b Shakib Al Hasan,7,29,40,0,0,24.14,2007
Ashwell Prince,run out (Mohammad Rafique/Aftab Ahmed),1,7,11,0,0,14.29,2007
Mark Boucher,c Syed Rasel b Shakib Al Hasan,12,26,19,0,1,46.15,2007
Herschelle Gibbs,not out,56,59,85,1,2,94.92,2007
Shaun Pollock,run out (Tamim Iqbal),17,23,32,0,0,73.91,2007
Andre Nel,c & b Mohammad Rafique,1,5,4,0,0,20.0,2007
Charl Langeveldt,lbw b Abdur Razzak,9,32,28,0,0,28.13,2007
Makhaya Ntini,c Mashrafe Mortaza b Abdur Razzak,8,11,10,1,0,72.73,2007
Upul Tharanga,c Pietersen b Flintoff,62,103,150,2,0,60.19,2007
Sanath Jayasuriya,b Mahmood,25,26,34,4,1,96.15,2007
Kumar Sangakkara,c Collingwood b Mahmood,17,33,46,2,0,51.52,2007
Mahela Jayawardene,c Joyce b Collingwood,56,61,80,4,0,91.8,2007
Chamara Silva,b Flintoff,23,37,46,2,0,62.16,2007
Tillakaratne Dilshan,run out (Bell),5,6,13,0,0,83.33,2007
Russel Arnold,c Joyce b Mahmood,20,22,36,1,0,90.91,2007
Chaminda Vaas,c Collingwood b Flintoff,4,5,2,0,0,80.0,2007
Lasith Malinga,c Nixon b Mahmood,2,7,8,0,0,28.57,2007
Muttiah Muralitharan,not out,2,2,5,0,0,100.0,2007
Dilhara Fernando,run out (Nixon/Pietersen),2,2,1,0,0,100.0,2007
Ed Joyce,lbw b Malinga,10,21,23,1,0,47.62,2007
Michael Vaughan,c Sangakkara b Vaas,0,3,9,0,0,0.0,2007
Ian Bell,run out (Jayasuriya),47,71,88,4,0,66.2,2007
Kevin Pietersen,c & b Muralitharan,58,80,99,5,1,72.5,2007
Paul Collingwood,lbw b Fernando,14,20,34,2,0,70.0,2007
Andrew Flintoff,c Malinga b Fernando,2,7,9,0,0,28.57,2007
Ravi Bopara,b Fernando,52,53,85,4,0,98.11,2007
Paul Nixon,c Jayawardene b Malinga,42,44,72,2,1,95.45,2007
Sajid Mahmood,not out,2,2,8,0,0,100.0,2007
Jeremy Bray,lbw b Pollock,0,9,10,0,0,0.0,2007
William Porterfield,c Kallis b Pollock,14,33,44,1,0,42.42,2007
Eoin Morgan,c Prince b Hall,28,50,64,4,0,56.0,2007
Niall O'Brien,c Gibbs b Langeveldt,25,37,44,3,0,67.57,2007
Andrew White,c Gibbs b Smith,30,30,30,5,0,100.0,2007
Andre Botha,c de Villiers b Hall,14,20,31,0,0,70.0,2007
Trent Johnston,not out,13,14,37,0,1,92.86,2007
Kyle McCallan,c Boucher b Langeveldt,3,6,5,0,0,50.0,2007
Paul Mooney,c Boucher b Langeveldt,0,1,1,0,0,0.0,2007
Dave Langford-Smith,not out,17,10,14,1,1,170.0,2007
AB de Villiers,c Porterfield b Rankin,0,3,1,0,0,0.0,2007
Graeme Smith,c & b Johnston,41,45,56,6,0,91.11,2007
Jacques Kallis,not out,66,86,138,8,0,76.74,2007
Herschelle Gibbs,c White b Rankin,6,15,19,1,0,40.0,2007
Ashwell Prince,not out,47,44,61,3,1,106.82,2007
Javed Omar,c McCullum b Oram,22,51,79,3,0,43.14,2007
Tamim Iqbal,st McCullum b Oram,29,54,69,4,0,53.7,2007
Aftab Ahmed,c sub (MR Gillespie) b Styris,27,39,43,3,0,69.23,2007
Shakib Al Hasan,b Bond,25,41,61,1,0,60.98,2007
Habibul Bashar,run out (Oram),9,21,16,0,0,42.86,2007
Mohammad Ashraful,b Styris,3,8,19,0,0,37.5,2007
Mushfiqur Rahim,b Bond,0,5,2,0,0,0.0,2007
Mashrafe Mortaza,b Styris,2,16,23,0,0,12.5,2007
Mohammad Rafique,not out,30,36,42,1,2,83.33,2007
Abdur Razzak,c sub (MR Gillespie) b Styris,0,2,1,0,0,0.0,2007
Syed Rasel,b Oram,10,18,22,1,0,55.56,2007
Peter Fulton,c Tamim Iqbal b Syed Rasel,15,30,41,2,0,50.0,2007
Stephen Fleming,not out,102,92,118,10,3,110.87,2007
Hamish Marshall,not out,50,54,76,2,1,92.59,2007
Upul Tharanga,b Powell,8,24,25,1,0,33.33,2007
Sanath Jayasuriya,b Powell,115,101,183,10,4,113.86,2007
Kumar Sangakkara,c Ramdin b Bradshaw,7,10,14,1,0,70.0,2007
Mahela Jayawardene,b Bravo,82,113,163,2,1,72.57,2007
Chamara Silva,c Lara b Sarwan,23,31,32,0,0,74.19,2007
Tillakaratne Dilshan,not out,39,22,27,2,2,177.27,2007
Russel Arnold,not out,4,4,15,0,0,100.0,2007
Chris Gayle,c Fernando b Malinga,10,21,23,1,0,47.62,2007
Dwayne Bravo,b Vaas,21,24,40,3,0,87.5,2007
Shivnarine Chanderpaul,b Malinga,76,110,151,1,5,69.09,2007
Brian Lara,st Sangakkara b Vaas,2,4,9,0,0,50.0,2007
Ramnaresh Sarwan,st Sangakkara b Jayasuriya,44,68,91,1,1,64.71,2007
Marlon Samuels,lbw b Muralitharan,3,5,7,0,0,60.0,2007
Dwayne Smith,run out (Malinga/Sangakkara),0,2,2,0,0,0.0,2007
Denesh Ramdin,c Vaas b Jayasuriya,2,5,6,0,0,40.0,2007
Ian Bradshaw,not out,6,17,25,0,0,35.29,2007
Jerome Taylor,lbw b Muralitharan,13,9,10,2,0,144.44,2007
Daren Powell,b Jayasuriya,2,4,2,0,0,50.0,2007
Tamim Iqbal,c Hogg b Bracken,3,14,11,0,0,21.43,2007
Shahriar Nafees,b McGrath,1,4,15,0,0,25.0,2007
Aftab Ahmed,c Bracken b McGrath,11,7,14,1,0,157.14,2007
Shakib Al Hasan,c Gilchrist b Tait,25,36,50,0,1,69.44,2007
Mohammad Ashraful,c Ponting b McGrath,6,8,11,1,0,75.0,2007
Habibul Bashar,c Ponting b Bracken,24,43,48,0,0,55.81,2007
Mashrafe Mortaza,not out,25,17,21,2,1,147.06,2007
Mushfiqur Rahim,not out,2,3,2,0,0,66.67,2007
Adam Gilchrist,not out,59,44,56,8,1,134.09,2007
Matthew Hayden,not out,47,39,56,3,3,120.51,2007
Ed Joyce,b Rankin,1,5,5,0,0,20.0,2007
Michael Vaughan,c O'Brien b Rankin,6,13,27,1,0,46.15,2007
Ian Bell,c O'Brien b O'Brien,31,74,92,2,0,41.89,2007
Kevin Pietersen,c Porterfield b McCallan,48,47,91,5,0,102.13,2007
Paul Collingwood,run out (White/Johnston),90,82,118,8,3,109.76,2007
Andrew Flintoff,b Johnston,43,62,64,4,0,69.35,2007
Paul Nixon,c Morgan b Botha,19,15,23,1,1,126.67,2007
Ravi Bopara,not out,10,5,9,1,0,200.0,2007
Sajid Mahmood,not out,0,0,1,0,0,0.0,2007
William Porterfield,c Bell b Flintoff,31,68,84,1,0,45.59,2007
Jeremy Bray,c Bopara b Anderson,0,1,1,0,0,0.0,2007
Eoin Morgan,run out (Mahmood),2,7,12,0,0,28.57,2007
Niall O'Brien,st Nixon b Vaughan,63,88,128,4,0,71.59,2007
Andre Botha,c Flintoff b Panesar,18,39,34,1,0,46.15,2007
Kevin O'Brien,lbw b Panesar,12,19,19,1,0,63.16,2007
Trent Johnston,b Flintoff,27,21,34,1,2,128.57,2007
Andrew White,c Nixon b Collingwood,38,35,39,4,0,108.57,2007
Kyle McCallan,b Flintoff,5,6,16,0,0,83.33,2007
Dave Langford-Smith,lbw b Flintoff,1,2,1,0,0,50.0,2007
Boyd Rankin,not out,4,8,8,0,0,50.0,2007
Chris Gayle,b Oram,44,56,96,8,0,78.57,2007
Shivnarine Chanderpaul,c Styris b Bond,4,28,31,0,0,14.29,2007
Ramnaresh Sarwan,c McCullum b Oram,19,27,35,2,0,70.37,2007
Marlon Samuels,c McCullum b Oram,9,18,16,1,0,50.0,2007
Brian Lara,c McCullum b Styris,37,49,65,1,0,75.51,2007
Dwayne Bravo,c McCullum b Bond,18,30,40,0,0,60.0,2007
Denesh Ramdin,c Oram b Vettori,15,22,32,2,0,68.18,2007
Lendl Simmons,not out,14,26,34,2,0,53.85,2007
Dwayne Smith,b Vettori,8,6,8,0,1,133.33,2007
Daren Powell,lbw b Vettori,0,1,2,0,0,0.0,2007
Corey Collymore,b Bond,0,5,3,0,0,0.0,2007
Peter Fulton,b Powell,0,2,2,0,0,0.0,2007
Stephen Fleming,run out (Lara),45,66,96,6,1,68.18,2007
Hamish Marshall,c Lara b Powell,15,23,31,2,0,65.22,2007
Scott Styris,not out,80,90,139,7,0,88.89,2007
Craig McMillan,not out,33,57,77,3,0,57.89,2007
Upul Tharanga,c Kemp b Ntini,12,13,13,2,0,92.31,2007
Sanath Jayasuriya,c Kallis b Langeveldt,26,27,44,4,0,96.3,2007
Mahela Jayawardene,c de Villiers b Langeveldt,12,31,49,1,0,38.71,2007
Kumar Sangakkara,c Boucher b Hall,28,38,50,4,0,73.68,2007
Chamara Silva,run out (Gibbs),9,27,44,1,0,33.33,2007
Tillakaratne Dilshan,c Kemp b Ntini,58,76,100,4,0,76.32,2007
Russel Arnold,c Boucher b Langeveldt,50,73,99,2,0,68.49,2007
Farveez Maharoof,c Ntini b Langeveldt,5,9,14,0,0,55.56,2007
Chaminda Vaas,c Gibbs b Langeveldt,0,1,3,0,0,0.0,2007
Lasith Malinga,not out,0,2,3,0,0,0.0,2007
Muttiah Muralitharan,run out (Pollock),1,1,1,0,0,100.0,2007
Graeme Smith,st Sangakkara b Muralitharan,59,65,79,7,1,90.77,2007
AB de Villiers,b Vaas,0,5,2,0,0,0.0,2007
Jacques Kallis,c Sangakkara b Malinga,86,110,187,4,0,78.18,2007
Herschelle Gibbs,c & b Muralitharan,31,51,79,1,0,60.78,2007
Mark Boucher,lbw b Muralitharan,0,1,2,0,0,0.0,2007
Justin Kemp,st Sangakkara b Jayasuriya,5,16,23,0,0,31.25,2007
Shaun Pollock,b Malinga,13,24,23,1,0,54.17,2007
Andrew Hall,c Tharanga b Malinga,0,1,2,0,0,0.0,2007
Robin Peterson,not out,4,8,18,1,0,50.0,2007
Makhaya Ntini,b Malinga,0,1,2,0,0,0.0,2007
Charl Langeveldt,not out,1,9,8,0,0,11.11,2007
Adam Gilchrist,c Ramdin b Powell,7,9,21,0,0,77.78,2007
Matthew Hayden,c Samuels b Bravo,158,143,216,14,4,110.49,2007
Ricky Ponting,run out (Sarwan),35,36,46,4,1,97.22,2007
Michael Clarke,lbw b Bravo,41,47,71,4,0,87.23,2007
Andrew Symonds,c Ramdin b Samuels,13,18,22,1,0,72.22,2007
Michael Hussey,b Powell,9,18,20,1,0,50.0,2007
Shane Watson,not out,33,26,45,3,1,126.92,2007
Brad Hogg,not out,5,6,13,0,0,83.33,2007
Chris Gayle,c Watson b McGrath,2,23,37,0,0,8.7,2007
Shivnarine Chanderpaul,lbw b Tait,5,12,20,0,0,41.67,2007
Ramnaresh Sarwan,c Ponting b Hogg,29,58,101,1,0,50.0,2007
Marlon Samuels,c Symonds b McGrath,4,8,9,1,0,50.0,2007
Brian Lara,lbw b Hogg,77,83,118,8,1,92.77,2007
Dwayne Bravo,c Ponting b McGrath,9,10,13,1,0,90.0,2007
Denesh Ramdin,c Gilchrist b Bracken,52,43,56,6,0,120.93,2007
Dwayne Smith,lbw b Hogg,9,7,5,0,1,128.57,2007
Jerome Taylor,lbw b Symonds,10,18,13,1,0,55.56,2007
Daren Powell,b Tait,5,9,10,0,0,55.56,2007
Corey Collymore,not out,1,2,3,0,0,50.0,2007
Steven Outerbridge,c Mohammad Rafique b Mashrafe Mortaza,0,4,0,0,0,0.0,2007
Oliver Pitcher,c Habibul Bashar b Shakib Al Hasan,22,47,0,1,0,46.81,2007
Delyone Borden,c Habibul Bashar b Mashrafe Mortaza,2,11,0,0,0,18.18,2007
David Hemp,c Aftab Ahmed b Syed Rasel,0,4,0,0,0,0.0,2007
Irving Romaine,lbw b Abdur Razzak,11,21,0,2,0,52.38,2007
Dean Minors,c Tamim Iqbal b Abdur Razzak,23,25,0,0,1,92.0,2007
Lionel Cann,b Shakib Al Hasan,16,6,0,2,1,266.67,2007
Janeiro Tucker,c Tamim Iqbal b Mohammad Rafique,9,6,0,1,0,150.0,2007
Kevin Hurdle,b Abdur Razzak,0,4,0,0,0,0.0,2007
Saleem Mukuddem,not out,0,0,0,0,0,0.0,2007
Tamim Iqbal,c Hurdle b Mukuddem,1,2,0,0,0,50.0,2007
Shahriar Nafees,c Tucker b Mukuddem,12,25,0,0,1,48.0,2007
Aftab Ahmed,lbw b Mukuddem,7,14,0,1,0,50.0,2007
Shakib Al Hasan,not out,26,35,0,2,0,74.29,2007
Mohammad Ashraful,not out,29,32,0,2,0,90.63,2007
Morris Ouma,c Collingwood b Anderson,13,45,46,1,0,28.89,2007
Ravi Shah,b Anderson,4,11,21,0,0,36.36,2007
Tony Suji,c Vaughan b Mahmood,14,29,61,2,0,48.28,2007
Steve Tikolo,b Flintoff,76,97,131,8,0,78.35,2007
Tanmay Mishra,b Collingwood,0,3,2,0,0,0.0,2007
Collins Obuya,run out (Bopara/Panesar),10,13,20,2,0,76.92,2007
Thomas Odoyo,lbw b Flintoff,4,11,14,0,0,36.36,2007
Jimmy Kamande,b Collingwood,17,28,31,2,0,60.71,2007
Lameck Onyango,run out (Nixon),10,18,27,0,0,55.56,2007
Peter Ongondo,run out (Vaughan),3,3,2,0,0,100.0,2007
Hiren Varaiya,not out,4,7,5,0,0,57.14,2007
Ed Joyce,b Tikolo,75,90,122,9,1,83.33,2007
Michael Vaughan,c Obuya b Ongondo,1,4,12,0,0,25.0,2007
Ian Bell,c sub (RL Bhudia) b Odoyo,16,18,24,2,0,88.89,2007
Kevin Pietersen,not out,56,72,95,5,1,77.78,2007
Paul Collingwood,not out,18,17,14,3,0,105.88,2007
Adam Gilchrist,c Gibbs b Langeveldt,42,42,65,6,1,100.0,2007
Matthew Hayden,c Gibbs b Kallis,101,68,107,14,4,148.53,2007
Ricky Ponting,c de Villiers b Ntini,91,91,136,8,2,100.0,2007
Michael Clarke,run out (Pollock/Langeveldt),92,75,103,7,4,122.67,2007
Andrew Symonds,b Hall,18,13,25,2,0,138.46,2007
Michael Hussey,c Kallis b Hall,5,3,5,1,0,166.67,2007
Shane Watson,not out,14,9,12,2,0,155.56,2007
Graeme Smith,c Gilchrist b Hogg,74,69,128,9,2,107.25,2007
AB de Villiers,run out (Watson),92,70,194,14,2,131.43,2007
Jacques Kallis,c Clarke b Hogg,48,63,114,5,0,76.19,2007
Herschelle Gibbs,st Gilchrist b Hogg,17,19,30,1,1,89.47,2007
Ashwell Prince,c Hayden b McGrath,1,3,6,0,0,33.33,2007
Mark Boucher,b Tait,22,26,26,1,1,84.62,2007
Justin Kemp,lbw b Tait,1,6,9,0,0,16.67,2007
Shaun Pollock,b Watson,7,7,15,1,0,100.0,2007
Andrew Hall,not out,8,12,23,0,0,66.67,2007
Charl Langeveldt,b Bracken,0,6,8,0,0,0.0,2007
Makhaya Ntini,b Bracken,7,8,11,1,0,87.5,2007
Jeremy Bray,c sub (LMP Simmons) b Taylor,41,72,105,7,0,56.94,2007
William Porterfield,c Gayle b Powell,0,2,7,0,0,0.0,2007
Eoin Morgan,c Ramdin b Powell,18,34,66,0,1,52.94,2007
Niall O'Brien,c Ramdin b Bradshaw,11,19,21,2,0,57.89,2007
Andre Botha,c Ramdin b Gayle,28,56,76,1,1,50.0,2007
Kevin O'Brien,c Sarwan b Gayle,17,46,51,1,0,36.96,2007
Andrew White,b Bravo,18,29,33,0,0,62.07,2007
Kyle McCallan,not out,20,24,29,2,0,83.33,2007
John Mooney,c Ramdin b Bravo,0,1,1,0,0,0.0,2007
Dave Langford-Smith,not out,8,7,8,1,0,114.29,2007
Chris Gayle,c White b Langford-Smith,18,14,20,3,0,128.57,2007
Shivnarine Chanderpaul,not out,102,113,161,10,4,90.27,2007
Ramnaresh Sarwan,c O'Brien b McCallan,36,71,97,2,1,50.7,2007
Marlon Samuels,not out,27,31,41,2,2,87.1,2007
Upul Tharanga,lbw b Tendulkar,64,90,154,6,0,71.11,2007
Sanath Jayasuriya,c Agarkar b Khan,6,23,33,0,0,26.09,2007
Mahela Jayawardene,c Dhoni b Agarkar,7,20,27,1,0,35.0,2007
Kumar Sangakkara,c Patel b Ganguly,15,35,50,2,0,42.86,2007
Chamara Silva,c Dhoni b Khan,59,68,99,5,0,86.76,2007
Tillakaratne Dilshan,c Dhoni b Patel,38,41,53,3,0,92.68,2007
Russel Arnold,not out,19,13,21,3,0,146.15,2007
Chaminda Vaas,not out,19,12,17,2,1,158.33,2007
Robin Uthappa,c & b Vaas,18,27,30,3,0,66.67,2007
Sourav Ganguly,c Muralitharan b Vaas,7,23,51,0,0,30.43,2007
Virender Sehwag,c Jayawardene b Muralitharan,48,46,79,5,1,104.35,2007
Sachin Tendulkar,b Fernando,0,3,5,0,0,0.0,2007
Rahul Dravid,c Muralitharan b Jayasuriya,60,82,111,6,0,73.17,2007
Yuvraj Singh,run out (Arnold/Jayasuriya),6,12,15,0,0,50.0,2007
MS Dhoni,lbw b Muralitharan,0,1,3,0,0,0.0,2007
Ajit Agarkar,c Arnold b Malinga,10,25,25,0,0,40.0,2007
Harbhajan Singh,not out,17,20,38,1,1,85.0,2007
Zaheer Khan,c Malinga b Muralitharan,1,5,6,0,0,20.0,2007
Munaf Patel,c Vaas b Dilshan,10,17,18,1,0,58.82,2007
Lou Vincent,c & b Davison,101,117,178,9,1,86.32,2007
Stephen Fleming,c Billcliff b Sandher,66,67,96,8,1,98.51,2007
Peter Fulton,lbw b Sandher,47,47,50,4,1,100.0,2007
